,COW,Old Coup ID#,New Coup ID#,country,Month,Day,Year,Coup ID Type,Description of Event,Milan Description,Realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime
816,360,360123147,36012311947,Romania,12,31,1947,,Coup,0,1,0,Michael,royal ruler,Party Secretary Gheorghe Gheorghiu-Dej,Gheorghe Gheorghiu-Dej,party secretary,"King Michael was forced to abdicate a gun point by the leader of the communist party. As a result, the party secretary gained additional powers.",RO,EU,12/31.0/1947.0
817,360,3601.1983,36001001983,Romania,1,0,1983,,Conspiracy Coup,0,0,1,Nicolae Ceausescu,party secretary,unspecified,.,.,unspecified individuals conspired to overthrow the communist government.,RO,EU,1/0.0/1983.0
818,360,360122589,36012251989,Romania,12,25,1989,,Coup,Revolt,1,0,Nicolae Ceausescu,party secretary,popular uprising backed by military,Pedre Roman,prime minister,"After a period of extreme austerity, ethnic tensions rose and became anti-government in nature which led to a campaign of violent repression, the riots grew and attracted support of the military. Ceausescu tried to escape but was captured and killed. Roman became the effective leader as prime minister.",RO,EU,12/25.0/1989.0
819,360,36010191,36010011991,Romania,10,1,1991,,Coup,Revolt,,,Pedre Roman,prime minister,popular uprising of miners led by Miron Cozma,Theodor Stologan,prime minister,"Miners rioted for higher wages, an end to shock therapy, and demanded the resignation of the government. The government was forced to resign in a partial coup.",RO,EU,10/1.0/1991.0
820,374,37492193,37409211993,Russia,9,21,1993,,coup,auto-coup,1,0,Boris Yeltsin,president,Boris Yeltsin,Boris Yeltsin,dictator,"Yeltsin, facing political deadlock and resistance to this shock therapy agenda moved to eliminate his political opponents. The final act of his self-coup was to suspend the legislature which he did effectively. With his vice president already suspended, Yeltsin had full executive control.",RU,EU,9/21.0/1993.0
821,374,37492393,37409231993,Russia,9,23,1993,,Attempted Coup,0,0,1,Boris Yeltsin,dictator,VP Alexander Rutskoy,.,.,The vice president and the legislature formed an opposition parallel government to Yeltsin. The military chose to obey Yeltsin and the opposition's power grab was ended.,RU,EU,9/23.0/1993.0
822,517,5177573,51707051973,Rwanda,7,5,1973,,Coup,,1,0,Gregorie Kayibanda,president,Gen. Juvenal Habyalimana,Habyarimana,president/dictator,"General Habyalimana overthrew Tutsi president Kayibanda and at first attempted to equalize the two ethnic groups. Later, his policy reflected extreme favoritism to his Hutu ethnic group.",RW,AF,7/5.0/1973.0
823,517,5175.198,51705001980,Rwanda,5,0,1980,,Conspiracy Coup,0,0,1,Habyarimana,president/dictator,incl. Maj. Theonaste Lizinde,.,.,A Major and other conspired to overthrow the government.,RW,AF,5/0.0/1980.0
824,517,5177994,51707191994,Rwanda,7,19,1994,,Coup,Civil War,1,0,Theodore Sindikubwabo,interim president,Rwandese Patriotic Front rebels,Pasteur Bizimungo,president,President Theodore Sindikubwabo fled the country when the invading Rwadese Patriotic Front rebels defeated the security forces and ended the genocide. Bizimungo was installed as president.,RW,AF,7/19.0/1994.0
825,670,67012.1979,67012001979,Saudi Arabia,12,0,1979,,Conspiracy Coup,0,0,1,Khalid,royal ruler,unspecified,.,.,unspecified individuals reportedly conspired to overthrow the monarchy. This conspiracy occurred shortly after the extremist take over of the Grand Mosque and a series of riots in the eastern region of the country.,SA,AS,12/0.0/1979.0
826,433,433121762,43312171962,Senegal,12,17,1962,,Attempted Coup,0,0,1,Leopold Sedar Senghor,president,Prime minister Mamadou Dia,.,.,Prime Minister Mamdou Dia was supposed to carry out the president's domestic agenda but he turned against Leopold and conspired to overthrow him. Dia was removed and exiled. Leopold assumed his role in a stronger presidency.,SN,AF,12/17.0/1962.0
827,347,3471.01,34710071999,Serbia and Montenegro,10,7,1999,,Coup,Revolt,1,0,Slobodan Milosevic,president,popular uprising,Vojislav Kostunica,president,"Slobodan anulled elections he lost and stayed in power. Miners and later other sectors of the populace rose up against him, forcing him to resign and flee.",,,10/7.0/1999.0
828,451,45132167,45103211967,Sierra Leone,3,21,1967,,Coup,Coup,1,0,Siaka Stevens,prime minister,General David Lanasana,David Lanasana,prime minister,Siaka Stevens won a close election and hours after his inauguration he was overthrow by a faction of the armed forces led by David Lanasana who opposed his presidency. Lanasana ruled for a few days as prime minister.,SL,AF,3/21.0/1967.0
829,451,45132367,45103231967,Sierra Leone,3,23,1967,,Coup,Coup,1,0,David Lanasana,prime minister,Patrick Grenda and Andrew Juxon-Smith,Patrick Grenda,National Reformation Council junta chairman,Military coup leader Lanasana was overthrown by senior military officers who intended on returning civilian rule to the country. Patrick Grenda established and chaired a junta.,SL,AF,3/23.0/1967.0
830,451,45141968,45104191968,Sierra Leone,4,19,1968,,Coup,Coup,1,0,Juxon-Smith,National Reformation Council junta chairman,low-level officers led by Patrick Conteh,Patrick Conteh,National Interim Council junta chairman,A military coup led by lower level officers ousted the National Reformation junta and installed a short-lived interim junta before returning power to Siaka Stevens the civilian prime minister.,SL,AF,4/19.0/1968.0
831,451,4511.197,45101001970,Sierra Leone,1,0,1970,,Conspiracy Coup,0,0,1,Siaka Stevens,prime minister,BG John Bangura,,,"General Bangura conspired to consolidate power in the army and overthrow Stevens. He was arrested, tried and executed.",SL,AF,1/0.0/1970.0
832,451,45110.197,45110001970,Sierra Leone,10,0,1970,,Conspiracy Coup,0,0,1,Siaka Stevens,prime minister,unspecified,.,.,An unspecified group of individual conspired to overthrow prime minister Stevens.,SL,AF,10/0.0/1970.0
833,451,45132371,45103231971,Sierra Leone,3,23,1971,,Attempted Coup,0,0,1,Siaka Stevens,prime minister,Corp.Forday Sankoh,.,.,A group of military officers attempted to overthrow Stevens. Although no explicit reason was given it may have been a response to his increased repression following the October conspiracy or this status as part of a minority tribe. The coup was ended by loyalist forces.,SL,AF,3/23.0/1971.0
834,451,451..1974,45100001974,Sierra Leone,0,0,1974,,Conspiracy Coup,0,0,1,Siaka Stevens,prime minister,unspecified,.,.,Stevens was alerted a conspiracy to overthrow him and had the unidentified leaders executed.,SL,AF,0/0.0/1974.0
835,451,45171975,45107191975,Sierra Leone,7,19,1975,,Attempted Coup,0,0,1,Siaka Stevens,prime minister,several military and government officials including David Lanasana,.,.,A large group of military officers and government officials attempted to overthrow the Stevens government. Many were executed.,SL,AF,7/19.0/1975.0
836,451,4513.1986,45103001986,Sierra Leone,3,0,1986,,Conspiracy Coup,0,0,1,Joseph Saidu Momoh,president,"incl. Edison Gorvie, Capt. Abdul Kamara",.,.,Civilian and armed forces officers conspired to overthrow the Momoh regime.,SL,AF,3/0.0/1986.0
837,451,45132387,45103231987,Sierra Leone,3,23,1987,,Attempted Coup,0,0,1,Joseph Saidu Momoh,president,incl. Mr. Minah (1st VP),.,.,Momoh launched a war against corruption which resulted in a coup attempt from as many as 60 high ranking government officials including the vice president. These individuals were arrested.,SL,AF,3/23.0/1987.0
838,451,45143092,45104301992,Sierra Leone,4,30,1992,,Coup,coup,1,0,Joseph Saidu Momoh,president,Capt. Valentine Strasser,Valentine Strasser,National Provisional Defense Council junta chairman,Strasser led a coup against Momohn because of the lack of military supplies and support provided to the troops. Momhn fled the country and Strasser seated himself as chairman of the junta.,SL,AF,4/30.0/1992.0
839,451,451122892,45112281992,Sierra Leone,12,28,1992,,Attempted Coup,0,0,1,Valentine Strasser,Supreme Council of State junta chairman,unspecified,.,.,Attackers launched a coup attempt by trying to free opponents of the regime. The attackers and the opponents were executed.,SL,AF,12/28.0/1992.0
840,451,4511.1993,45101001993,Sierra Leone,1,0,1993,,Conspiracy Coup,0,0,1,Valentine Strasser,Supreme Council of State junta chairman,17 police and military officers,.,.,17 military and police officers were executed after it was discovered they were plotting to overthrow the government.,SL,AF,1/0.0/1993.0
841,451,451101693,45110161993,Sierra Leone,10,16,1993,,Conspiracy Coup,0,0,1,Valentine Strasser,Supreme Council of State junta chairman,unspecified,.,.,Unspecified individuals plotted a coup against Strasser.,SL,AF,10/16.0/1993.0
842,451,45110295,45110021995,Sierra Leone,10,2,1995,,Attempted Coup,0,0,1,Valentine Strasser,Supreme Council of State junta chairman,unspecified,.,.,Officers opposed to returning to civilian rule attempted to oust Strasser ahead of the planned election. They were eliminated by loyal forces.,SL,AF,10/2.0/1995.0
843,451,45111796,45101171996,Sierra Leone,1,17,1996,,Coup,Coup,1,0,Valentine Strasser,Supreme Council of State junta chairman,BG Julius Maada Bio,Bio,Supreme Council of State junta chairman,Bio stated that ended the civil war and bringing democracy to Sierra Leone motivated his coup against Strasser. Bio successfully ousted Strasser and assumed the junta chairman positition.,SL,AF,1/17.0/1996.0
844,451,4519896,45109081996,Sierra Leone,9,8,1996,,Attempted Coup,0,0,1,Ahmed Tehan Kabbah,president,Koroma and other junior officers,.,.,Major Koroma targeted Southern civilian officials and plotted to kill the president to assume control over the country in a coup attempt. He was jailed.,SL,AF,9/8.0/1996.0
845,451,45152597,45105251997,Sierra Leone,5,25,1997,,Coup,Coup,1,0,Ahmed Tehan Kabbah,president,Armed Forces Revolutionary Council group,Koroma,Armed Forces Revolutionary Council junta chairman,"Ethnic tensions, failure to bring the civil war to an end, and lack of supplies to the armed forces were cited as reasons by the Armed Forces Revolutionary Council coup against Kabbah. Koroma was appointed chairman in the aftermath of the coup.",SL,AF,5/25.0/1997.0
846,451,45121298,45102121998,Sierra Leone,2,12,1998,,Coup,Foreign,1,0,Koroma,Armed Forces Revolutionary Council junta chairman,Nigerian-led ECOMOG armed forces,Ahmed Tehan Kabbah,president,Koroma invited ECOMOG forces to help end the civil war with the RUF. When progress was not being made ECOMOG ousted Koroma from power and reinstalled the civilian leader Kabbah.,SL,AF,2/12.0/1998.0
847,520,520121061,52012101961,Somalia,12,10,1961,,Attempted Coup,0,0,1,Aden Abdullah Osman Daar,president,Hassan Kayd,.,.,Hassan Kayd attempted a coup against President Daar.,SO,AF,12/10.0/1961.0
848,520,520102169,52010211969,Somalia,10,21,1969,,Coup,0,1,0,Mukhtar Mohamed Hussein,president,"Gen. Mohammed Siad Barre, Revolutionary Council",Siad Barre,Revolutionary Council Chairman/Junta,"After the president was assassinated in an unrelated incident, the military seized power and appointed Siad Barre at junta chair with the promise to solve issues with tribal and clan divisions and economc inequality. The supreme revolutionary council was formed with goal of creating socialism.",SO,AF,10/21.0/1969.0
849,520,52042770,52004271970,Somalia,4,27,1970,,Conspiracy Coup,0,0,1,Siad Barre,Revolutionary Council Chairman/Junta,"Gens. Korshel, Guled, Kedie and others",.,.,General and Vice President Korshel conspired to overthrow the government because of his conservative positions. He was ousted.,SO,AF,4/27.0/1970.0
850,520,5205.1971,52005001971,Somalia,5,0,1971,,Conspiracy Coup,0,0,1,Siad Barre,Revolutionary Council Chairman/Junta,VP General Ainanache,.,.,Rivalries and tribal/clan issues prompted another conspiracy against the Barre junta.,SO,AF,5/0.0/1971.0
851,520,5204978,52004091978,Somalia,4,9,1978,,Attempted Coup,0,0,1,Siad Barre,Revolutionary Council Chairman/Junta,unspecified,.,.,Unspecified individuals attempted to overthrow the Barre regime after the failed war with Ethiopia.,SO,AF,4/9.0/1978.0
852,520,52062388,52006231988,Somalia,6,23,1988,,Attempted Coup,0,0,1,Siad Barre,Revolutionary Council Chairman/Junta,LTG Mohammed Ali Samater,.,.,At least one general led an attempted coup against Siad.,SO,AF,6/23.0/1988.0
853,520,52012691,52001261991,Somalia,1,26,1991,,Coup,Civil War,1,0,Siad Barre,Revolutionary Council Chairman/Junta,multiple revolutionary groups,no effective government,.,Multiple rebel groups drove Siad Barre from power. Effective government ceased after in-fighting between groups began.,SO,AF,1/26.0/1991.0
854,560,5607.1983,56007001983,South Africa,7,0,1983,,Conspiracy Coup,0,0,1,Pieter Willem Botha,Prime Minister,incl. MG Charles Sebe,.,.,The general overseeing an independent black region in South Africa conspired to overthrow the South African government but was removed.,ZA,AF,7/0.0/1983.0
855,732,73242760,73204271960,South Korea,4,27,1960,,Coup,Revolt,1,0,Sygnman Rhee,President,popular uprising,Yun-Bo-Seon,President,Public unrest began when Rhee extended his rule without a vote. Protests against corrupt regime grew and when a student was killed by police during one it touched off a nation-wide movement which led to ousting the president.,,,4/27.0/1960.0
856,732,73251661,73205161961,South Korea,5,16,1961,,Coup,0,1,0,Yun-Bo-Seon,President,LTG Chang Do Yung (formed cabinet),Chang Do Yung,Supreme Council for National Reconstruction junta chairman,Prolonged unrest and political deadlock between the president and prime minister led to a military coup. Power now rested in the military junta although trapping of the civilian regime remained.,,,5/16.0/1961.0
857,732,7327361,73207031961,South Korea,7,3,1961,,Coup,Coup,1,0,Chang Do Yung,Supreme Council for National Reconstruction junta chairman,General Park Chung-hee,Park Chung-hee,Supreme Council for National Reconstruction junta chairman,The ruling junta began to disapprove of Yung's policies and they eventually removed him from positions of power and later arrested him. The junta seated coup leader Park Chung-hee as chairman.,,,7/3.0/1961.0
858,732,732121279,73212121979,South Korea,12,12,1979,,Coup,Coup,1,0,Chung Seung Hwa and Choi Kyu-hah,military leader and civilian president,Gen. Chun Doo Hwan,Chun Doo Hwan,military leader,"The military leaders backing certain reformist civilian leaders were confronted by Chun and other armed forces leaders. Chun, eager to assert himself and change the leaders of the military government, engaged the leadership in a gunfight at Army Headquarters. When his opponents died, he took over as the military leader.",,,12/12.0/1979.0
859,732,73251779,73205171979,South Korea,5,17,1979,,Coup,auto-coup,1,0,civilian leadership,.,Gen. Chun Doo Hwan,Chun Doo Hwan,president/dictator,"General Chun Doo Hwan removes the civilian authority and assumes control of a new military dictatorship with martial law, dissolving congress, and closing many public and education institutions.",,,5/17.0/1979.0
860,732,73251880,73205181980,South Korea,5,18,1980,,Attempted Coup,0,0,1,Chun Doo Hwan,military leader,Gwangju Democratization Movement,.,.,"In response to the martial law coup, the delay on the democratic constitution, and the arrest of a key opposition politician, the populace of the city of Gwangju takes up arms in effort to end the military regime.",,,5/18.0/1980.0
861,732,73282190,73208211990,South Korea,8,21,1990,,Conspiracy Coup,0,0,1,Roh Tae-Woo,President,unspecified,.,.,unspecified individuals conspired against the new civilian presidency of Roh Tae Woo.,,,8/21.0/1990.0
862,817,817111160,81711111960,South Vietnam,11,11,1960,,Attempted Coup,0,0,1,Ngo Dihn Diem,President,"Col. Vuong Van Dong, Col. Nguyen Chanh Thi",.,.,Politicization of the military and Diem's harsh and controlling rule irked sectors of the military. They attempted a coup which nearly unseated him but the rebels were defeated by loyal military forces.,,,11/11.0/1960.0
863,817,81711163,81711011963,South Vietnam,11,1,1963,,Coup,Coup,1,0,Ngo Dihn Diem,President,LTG Duong Van Minh,Duong Van Mihn,junta chairman,The armed forces launched a coup against Diem because of their disapproval of his handling of the Buddhist crisis and their fear of the Vietcong threat. They were successful and Mihn took over.,,,11/1.0/1963.0
864,817,81713064,81701301964,South Vietnam,1,30,1964,,Coup,Coup,1,0,Duong Van Mihn,junta chairman,Gens. Nguyen Khanh & Tran Thien Khiem,Nguyen Khanh,junta chairman,"Personal ambition, policy differences, and an ineffectual junta spawned a coup against Mihn resulting in his defeat. Khanh established himself as the chairman of the new junta.",,,1/30.0/1964.0
865,817,81791364,81709131964,South Vietnam,9,13,1964,,Attempted Coup,0,0,1,Nguyen Khanh,junta chairman,MG Duong Van Duc,.,.,Several generals attempted a Diemist counter coup. The coup failed when they failed to win the support of the United States.,,,9/13.0/1964.0
866,817,81711464,81711041964,South Vietnam,11,4,1964,,Coup,Revolt,1,0,Nguyen Khanh,junta chairman,duel uprising,Van Huong,civilian head of government,Uprisings in the military and in the university campuses forced Khanh to hand power to a civilian administration.,,,11/4.0/1964.0
867,817,817122064,81712201964,South Vietnam,12,20,1964,,Coup,0,1,0,.,High National Council,Nguyen Khanh,Nguyen Khanh,junta chairman,General Khanh and other military assets removed the parallel civilian governing council and arrested several of its leaders. This removal can be seen as an expression of the political clashes occuring between the young and old members of the military junta.,,,12/20.0/1964.0
868,817,81712765,81701271965,South Vietnam,1,27,1965,,Coup,0,1,0,Van Huong,civilian head of government,Gen. Nguyen Khanh,Nguyen Khanh,junta chairman,The armed forces removed the last of the civilian elements of the government and imposed direct rule. This was done with the support of commanders inside and outside of the junta who were concerned about the goings of the war and were opposed to the some of the US demands carried out by the remainder of the civilian administration.,,,1/27.0/1965.0
869,817,81721965,81702191965,South Vietnam,2,19,1965,,Coup,Coup,1,0,Nguyen Khanh,junta chairman,Col. Pham Ngoc Thao,Quat and Ngoc Thao,civilian head of government,"Junta infighting and personal ambition led Thao and Ky to attempt to overthrow Khanh. After a considerable amount of both fighting and ambivalence to the junta leadership, the coup broke down leaving Khanh in power. The nature of the collapse was not known and Khanh was convinced to flee by the US military advisors. A complex series of power shifts allowed new military and civilian leaders to take power. Quat is identified as an effective head of power.",,,2/19.0/1965.0
870,817,81761165,81706111965,South Vietnam,6,11,1965,,Coup,0,1,0,Quat and Ngoc Thao,civilian head of government and military junta parallel head,Gen. Nguyen Van Thien,Nguyen Van Thien,military president,"A series of poorly documented and complex coups and attempt coups in early 1965 led to Thien rising in power. As the rest of the state leadership apparatus weaken, Thien seized power and consolidated the regime under his rule.",,,6/11.0/1965.0
871,817,81742175,81704211975,South Vietnam,4,21,1975,,Coup,Civil War,1,0,Nguyen Van Thien,military president,Vietcong and NVA invasion,Tran Van Huong,military president,The communist rebels and the North Vietnamese Army closed in on the capital and Thien resigned and fled. His Vice President carried on the fight for seven more days.,,,4/21.0/1975.0
872,817,81743075,81704301975,South Vietnam,4,30,1975,,Coup,Civil War,1,0,Tran Van Huong,military president,NVA invasion,Nguyen Huu Tho,occupation government,Houng surrendered to the invading communist forces.,,,4/30.0/1975.0
873,680,68062269,68006221969,South Yemen,6,22,1969,,Coup,coup,1,0,Qahtan Muhammad al-Shaabi,president,"Salem Rubayyi, Mohammed Ali Haithem, Mohammed Ali al Aulaqi",Salim Rubai Ali,Presidental Council junta chairman,"A marxist extremist group inside the National Liberation Front overthrew al-Shaabi and installed a leader, Rubayyi, which was more to the faction's liking.",,,6/22.0/1969.0
874,680,68062678,68006261978,South Yemen,6,26,1978,,Coup,coup,1,0,Salim Rubai Ali,Presidental Council junta chairman,Ali Nassar Mohammed,Ali Nassar Mohammed,Presidental Council junta chairman,Rubai Ali was overthrown and executed allegedly for his role in assassinating the president of North Yemen. Ali Nassar became head of the presidential council in the aftermath.,,,6/26.0/1978.0
875,680,680122778,68012271978,South Yemen,12,27,1978,,Coup,Coup,1,0,Ali Nassar Mohammed,Presidental Council junta chairman,Abdul Fattah Ismail,Abdul Fattah Ismail,Supreme People's Council chairman,Ali Nasser was forced to resign by Abdul Fattah Ismail who formed a new military-party based junta in the coup.,,,12/27.0/1978.0
876,680,6804280,68004021980,South Yemen,4,2,1980,,Coup,coup,1,0,Abdul Fattah Ismail,Supreme People's Council chairman,Ali Nassar Mohammed,Ali Nassar Mohammed,Supreme People's Council chairman,Abdul Fattah Ismail was forced to resign after a confrontation with his Prime Minister. The Soviets wanted him to remain as figure head in the government to starve off a bloody conflict between the two factions.,,,4/2.0/1980.0
877,680,68011386,68001131986,South Yemen,1,13,1986,,Coup,coup,1,0,Ali Nassar Mohammed,Supreme People's Council chairman,"Ismail, Col. Antar, Haidar Abu Bakr al Attas",Haidar Abu Bakr al Attas,Supreme People's Council chairman,A violent struggle between supporters of Nassar and opponents became a civil war. In the midst of the fight a violent coup purged Nassar and others. Haidar claimed executive power in the party and the ruling junta in the aftermath.,,,1/13.0/1986.0
878,230,230111778,23011171978,Spain,11,17,1978,,Conspiracy Coup,0,0,1,Adolfo Suarez,prime minister,LTC Antonio Tejero Molina,.,.,Three military conspirators plotted a coup for a period of time where the king would have been out of the country. The plot was aimed to stop the transtition to democracy from the nationalist Franco regime.,ES,EU,11/17.0/1978.0
879,230,2301.198,23001001980,Spain,1,0,1980,,Conspiracy Coup,0,0,1,Adolfo Suarez,prime minister,incl. Gen. Luis Torres Rojas,.,.,General Rojas conspired against the government.,ES,EU,1/0.0/1980.0
880,230,23022381,23002231981,Spain,2,23,1981,,Attempted Coup,0,0,1,Adolfo Suarez,prime minister,LTC Molina,.,.,Rebel armed forces desiring to restore a nationalistic regime attacked the legislature and captured the prime minister during the vote for a new government. They were denounced by the King and the coup collapsed. Several leaders were arrested and jailed.,ES,EU,2/23.0/1981.0
881,230,23010182,23010011982,Spain,10,1,1982,,Conspiracy Coup,0,0,1,Leopoldo Calvo-sotelo y Bustelo,prime minister,"Col. Jesus Cuspinera, LTC Jose Cuspinera, Col. Luis Gutierrez",.,.,Francoist nationalist civilians and armed forces members conspired to launch a series of false-flag attacks while marching on Madrid to take over. Their aim was to suggest that the government was ineffective against ETA terrorism. The conspiracy was uncovered and the plotters were jailed.,ES,EU,10/1.0/1982.0
882,780,78012762,78001271962,Sri Lanka,1,27,1962,,Conspiracy Coup,0,0,1,Sirimavo Bandaranike,prime minister,"C. C. Dissanayake, Col. Maurice de Mel, Col. F. C. de Saram",.,.,The increasing number of Sinhalease officers in the armed forces along with their increased influence in the government led some Christian officers to plot a coup. Their efforts were derailed when their plot was found out and several of them were tried and convicted.,LK,AS,1/27.0/1962.0
883,780,780..1966,78000001966,Sri Lanka,0,0,1966,,Conspiracy Coup,0,0,1,Dudley Shelton Senanayake,prime minister,MG Richard Udugama,.,.,"When Dudley became prime minister he began to curtail the Sinhalease initatives of his predecessor, angering several new Sinhalease officers in the armed forces. Some Sinhalease officers plotted to overthrow the government. Their efforts fell apart and several were arrested.",LK,AS,0/0.0/1966.0
884,625,625111758,62511171958,Sudan,11,17,1958,,Coup,Coup,1,0,Khalil,prime minister,Gen. Ibrahim Abboud,Ibrahim Abboud,Supreme Council chairman,"The political system failed to create working economy or constitution and after a period of infighting, the military ovethrew the civilian government and sought to solve the problems facing the nation. AIbrahim Abboud established a military junta.",SD,AF,11/17.0/1958.0
885,625,62552159,62505211959,Sudan,5,21,1959,,Attempted Coup,0,0,1,Ibrahim Abboud,Supreme Council chairman,"Brig. Abdul Rahim Shenan, Brig. Moheiddin Ahmed Abdullah",.,.,Several younger officers attempted to overthrow the regime and challenge Abboud's position. They were surpressed.,SD,AF,5/21.0/1959.0
886,625,62511959,62511091959,Sudan,11,9,1959,,Attempted Coup,0,0,1,Ibrahim Abboud,Supreme Council chairman,dissident military,.,.,At least 10 lower ranking officers attempted a coup. They were arrested and tried for the attempt.,SD,AF,11/9.0/1959.0
887,625,625111664,62511161964,Sudan,11,16,1964,,Coup,Revolt,1,0,Ibrahim Abboud,president,popular uprising,Sirr Al-Khatim Al-Khalifa,acting president,"As the non-arab non-muslim southerns rejected the military regime and sparked a civil war, the regime opened the question of resolving this conflict to the public. The public in turn criticized the regime and rioted when the regime attempted to suppress the criticism. Abboud transfered to a civilian regime in reponse but was forced to resign in the face of additional violence. Al-Khalifa became acting president of the new civilian regime.",SD,AF,11/16.0/1964.0
888,625,625122866,62512281966,Sudan,12,28,1966,,Attempted Coup,0,0,1,.,Second Committee of Sovereignty,"Lt. Khalid Hussein Osman, Col. Gaafar Nimeira, Communist Party",.,.,"A wide military and civilian coalition with ties to the communist party attempted to overthrow the Second Committee, a civilian-run coalition government. The attempt was unsuccessful.",SD,AF,12/28.0/1966.0
889,625,62552569,62505251969,Sudan,5,25,1969,,Coup,,1,0,Ismail al-Azhari,Soverignty Council coalition government chairman,Col. Jaafar Mohammed al Nemery,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,General Nemery seized power from the civilian government on the basis that it had not solved the economic or social problems. He said the people were frustrated by the inability of the government to create a constitution. His regime was leftist pan-arab oriented and his coup apparently preempted several other groups from doing the same. He established a new junta.,SD,AF,5/25.0/1969.0
890,625,62572069,62507201969,Sudan,7,20,1969,,Conspiracy Coup,0,0,1,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,"""Free Blacks""",.,.,Free blacks conspired to overthrow the new junta.,SD,AF,7/20.0/1969.0
891,625,62572669,62507261969,Sudan,7,26,1969,,Conspiracy Coup,0,0,1,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,unspecified,.,.,Unspecified individuals conspired to oust Jaafar.,SD,AF,7/26.0/1969.0
892,625,62581769,62508171969,Sudan,8,17,1969,,Conspiracy Coup,0,0,1,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,Abdalla Abderrahman Nugdalla,.,.,Abdulla Nugdalla conspired to overthrow the government. His fate is unknown though the plot was not attempted.,SD,AF,8/17.0/1969.0
893,625,6251770,62501071970,Sudan,1,7,1970,,Conspiracy Coup,0,0,1,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,Brig. (retr) Abdullah Mohammed Aden,.,.,A retired general conspired to remove Jaafar from power. The cause or consequences are unknown.,SD,AF,1/7.0/1970.0
894,625,62533070,62503301970,Sudan,3,30,1970,,Attempted Coup,0,0,1,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,Imam el Hadi el Mahdi; Ansar sect,.,.,,SD,AF,3/30.0/1970.0
895,625,62571971,62507191971,Sudan,7,19,1971,,coup,0,1,0,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,Maj. Hashem el Atta,Hashem el Atta,coup leader,Communists backed by Maj. Atta overthrew Jaafar and established a short-lived government.,SD,AF,7/19.0/1971.0
896,625,,62507221971,Sudan,7,22,1971,,coup,0,1,0,Hashem el Atta,coup leader,Jaafar Mohammed Nemery,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,Jaafar and loyalist forces launched a counter coup against the new communist regime headed by Maj. Atta. Jaafar resumed his chairmanship of his previous junta and began to suppress communists in his country.,SD,AF,7/22.0/1971.0
897,625,62512673,62501261973,Sudan,1,26,1973,,Conspiracy Coup,0,0,1,Jaafar Mohammed Nemery,president,Brig (retd) Shenan,.,.,Retired Officer Shenan conspired to overthrow Jaafar.,SD,AF,1/26.0/1973.0
898,625,625..1974,62500001974,Sudan,0,0,1974,,Attempted Coup,0,0,1,Jaafar Mohammed Nemery,president,unspecified,.,.,A coup attempt was reportedly made during this year.,SD,AF,0/0.0/1974.0
899,625,6259575,62509051975,Sudan,9,5,1975,,Attempted Coup,0,0,1,Jaafar Mohammed Nemery,president,"military; joined by communist and religious groups, Brigadier Osman",.,.,"Communists, military officials, and religious groups combined in a coup attempt which ousted Jaarfar for a few hours before loyalist forces regained control in a counter-coup.",SD,AF,9/5.0/1975.0
900,625,6257276,62507021976,Sudan,7,2,1976,,Attempted Coup,0,0,1,Jaafar Mohammed Nemery,president,"incl. Capt. Bushra Abdullah, BG Mohammed Nur Saad, Sadiq al Mahdi, with Libyan-trained insurgents.",.,.,At least one thousand armed and Libyan-trained insurgents led by a religious dissident and rebel army officers laid siege to the capital and its organs of power. Jaarfar was spared by the arrival of armored reinforcements which ended the coup attempt.,SD,AF,7/2.0/1976.0
901,625,6252377,62502031977,Sudan,2,3,1977,,Attempted Coup,0,0,1,Jaafar Mohammed Nemery,president,Philip Abbas Gaboush,.,.,Gboush led a coup attempt against Jaafar. His efforts were not successful. The reason or consequences are unknown.,SD,AF,2/3.0/1977.0
902,625,6253.1981,62503001981,Sudan,3,0,1981,,Conspiracy Coup,0,0,1,Jaafar Mohammed Nemery,president,BG Saad Buhar,.,.,General Buhar conspired to overthrow the regime. Reasons or consequences are unknown.,SD,AF,3/0.0/1981.0
903,625,6257.1984,62507001984,Sudan,7,0,1984,,Conspiracy Coup,0,0,1,Jaafar Mohammed Nemery,president,Mohammed Kati Gibriel,.,.,Mohammed Kati Gibriel conspired to oust the regime. Reasons or consequences are unknown.,SD,AF,7/0.0/1984.0
904,625,6254685,62504061985,Sudan,4,6,1985,,Coup,Coup,1,0,Jaafar Mohammed Nemery,president,Gen. Abdel Rahman Swar al-dahab,Sadiq al Mahdi,prime minister,Nimeiry's new islamic policies enraged the south and violence began again straining the military again. Riots of over price increases and the economy led to a loss of legitamacy and a bloodless coup by the armed forces while Jaarfar was out of the country. The islamic dissident Sadiq became prime minister.,SD,AF,4/6.0/1985.0
