,Unnamed: 0,COW,Old Coup ID#,New Coup ID#,country,month,day,year,coup_id,event,Milan Description,realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime,date
843,845,451.0,45152597,45105251997.0,Sierra Leone,5,25,1997,,coup,Coup,Yes,0.0,Ahmed Tehan Kabbah,president,Armed Forces Revolutionary Council group,Koroma,Armed Forces Revolutionary Council junta chairman,"Ethnic tensions, failure to bring the civil war to an end, and lack of supplies to the armed forces were cited as reasons by the Armed Forces Revolutionary Council coup against Kabbah. Koroma was appointed chairman in the aftermath of the coup.",SL,AF,1997-05-01,1997-5
844,846,451.0,45121298,45102121998.0,Sierra Leone,2,12,1998,,coup,Foreign,Yes,0.0,Koroma,Armed Forces Revolutionary Council junta chairman,Nigerian-led ECOMOG armed forces,Ahmed Tehan Kabbah,president,Koroma invited ECOMOG forces to help end the civil war with the RUF. When progress was not being made ECOMOG ousted Koroma from power and reinstalled the civilian leader Kabbah.,SL,AF,1998-02-01,1998-2
845,847,520.0,520121061,52012101961.0,Somalia,12,10,1961,,attempted coup,0,No,1.0,Aden Abdullah Osman Daar,president,Hassan Kayd,.,.,Hassan Kayd attempted a coup against President Daar.,SO,AF,1961-12-01,1961-12
846,848,520.0,520102169,52010211969.0,Somalia,10,21,1969,,coup,0,Yes,0.0,Mukhtar Mohamed Hussein,president,"Gen. Mohammed Siad Barre, Revolutionary Council",Siad Barre,Revolutionary Council Chairman/Junta,"After the president was assassinated in an unrelated incident, the military seized power and appointed Siad Barre at junta chair with the promise to solve issues with tribal and clan divisions and economc inequality. The supreme revolutionary council was formed with goal of creating socialism.",SO,AF,1969-10-01,1969-10
847,849,520.0,52042770,52004271970.0,Somalia,4,27,1970,,conspiracy coup,0,No,1.0,Siad Barre,Revolutionary Council Chairman/Junta,"Gens. Korshel, Guled, Kedie and others",.,.,General and Vice President Korshel conspired to overthrow the government because of his conservative positions. He was ousted.,SO,AF,1970-04-01,1970-4
848,850,520.0,5205.1971,52005001971.0,Somalia,5,0,1971,,conspiracy coup,0,No,1.0,Siad Barre,Revolutionary Council Chairman/Junta,VP General Ainanache,.,.,Rivalries and tribal/clan issues prompted another conspiracy against the Barre junta.,SO,AF,1971-05-01,1971-5
849,851,520.0,5204978,52004091978.0,Somalia,4,9,1978,,attempted coup,0,No,1.0,Siad Barre,Revolutionary Council Chairman/Junta,unspecified,.,.,Unspecified individuals attempted to overthrow the Barre regime after the failed war with Ethiopia.,SO,AF,1978-04-01,1978-4
850,852,520.0,52062388,52006231988.0,Somalia,6,23,1988,,attempted coup,0,No,1.0,Siad Barre,Revolutionary Council Chairman/Junta,LTG Mohammed Ali Samater,.,.,At least one general led an attempted coup against Siad.,SO,AF,1988-06-01,1988-6
851,853,520.0,52012691,52001261991.0,Somalia,1,26,1991,,coup,Civil War,Yes,0.0,Siad Barre,Revolutionary Council Chairman/Junta,multiple revolutionary groups,no effective government,.,Multiple rebel groups drove Siad Barre from power. Effective government ceased after in-fighting between groups began.,SO,AF,1991-01-01,1991-1
852,854,560.0,5607.1983,56007001983.0,South Africa,7,0,1983,,conspiracy coup,0,No,1.0,Pieter Willem Botha,Prime Minister,incl. MG Charles Sebe,.,.,The general overseeing an independent black region in South Africa conspired to overthrow the South African government but was removed.,ZA,AF,1983-07-01,1983-7
876,878,230.0,230111778,23011171978.0,Spain,11,17,1978,,conspiracy coup,0,No,1.0,Adolfo Suarez,prime minister,LTC Antonio Tejero Molina,.,.,Three military conspirators plotted a coup for a period of time where the king would have been out of the country. The plot was aimed to stop the transtition to democracy from the nationalist Franco regime.,ES,EU,1978-11-01,1978-11
877,879,230.0,2301.198,23001001980.0,Spain,1,0,1980,,conspiracy coup,0,No,1.0,Adolfo Suarez,prime minister,incl. Gen. Luis Torres Rojas,.,.,General Rojas conspired against the government.,ES,EU,1980-01-01,1980-1
878,880,230.0,23022381,23002231981.0,Spain,2,23,1981,,attempted coup,0,No,1.0,Adolfo Suarez,prime minister,LTC Molina,.,.,Rebel armed forces desiring to restore a nationalistic regime attacked the legislature and captured the prime minister during the vote for a new government. They were denounced by the King and the coup collapsed. Several leaders were arrested and jailed.,ES,EU,1981-02-01,1981-2
879,881,230.0,23010182,23010011982.0,Spain,10,1,1982,,conspiracy coup,0,No,1.0,Leopoldo Calvo-sotelo y Bustelo,prime minister,"Col. Jesus Cuspinera, LTC Jose Cuspinera, Col. Luis Gutierrez",.,.,Francoist nationalist civilians and armed forces members conspired to launch a series of false-flag attacks while marching on Madrid to take over. Their aim was to suggest that the government was ineffective against ETA terrorism. The conspiracy was uncovered and the plotters were jailed.,ES,EU,1982-10-01,1982-10
880,882,780.0,78012762,78001271962.0,Sri Lanka,1,27,1962,,conspiracy coup,0,No,1.0,Sirimavo Bandaranike,prime minister,"C. C. Dissanayake, Col. Maurice de Mel, Col. F. C. de Saram",.,.,The increasing number of Sinhalease officers in the armed forces along with their increased influence in the government led some Christian officers to plot a coup. Their efforts were derailed when their plot was found out and several of them were tried and convicted.,LK,AS,1962-01-01,1962-1
882,884,625.0,625111758,62511171958.0,Sudan,11,17,1958,,coup,Coup,Yes,0.0,Khalil,prime minister,Gen. Ibrahim Abboud,Ibrahim Abboud,Supreme Council chairman,"The political system failed to create working economy or constitution and after a period of infighting, the military ovethrew the civilian government and sought to solve the problems facing the nation. AIbrahim Abboud established a military junta.",SD,AF,1958-11-01,1958-11
883,885,625.0,62552159,62505211959.0,Sudan,5,21,1959,,attempted coup,0,No,1.0,Ibrahim Abboud,Supreme Council chairman,"Brig. Abdul Rahim Shenan, Brig. Moheiddin Ahmed Abdullah",.,.,Several younger officers attempted to overthrow the regime and challenge Abboud's position. They were surpressed.,SD,AF,1959-05-01,1959-5
884,886,625.0,62511959,62511091959.0,Sudan,11,9,1959,,attempted coup,0,No,1.0,Ibrahim Abboud,Supreme Council chairman,dissident military,.,.,At least 10 lower ranking officers attempted a coup. They were arrested and tried for the attempt.,SD,AF,1959-11-01,1959-11
885,887,625.0,625111664,62511161964.0,Sudan,11,16,1964,,coup,Revolt,Yes,0.0,Ibrahim Abboud,president,popular uprising,Sirr Al-Khatim Al-Khalifa,acting president,"As the non-arab non-muslim southerns rejected the military regime and sparked a civil war, the regime opened the question of resolving this conflict to the public. The public in turn criticized the regime and rioted when the regime attempted to suppress the criticism. Abboud transfered to a civilian regime in reponse but was forced to resign in the face of additional violence. Al-Khalifa became acting president of the new civilian regime.",SD,AF,1964-11-01,1964-11
886,888,625.0,625122866,62512281966.0,Sudan,12,28,1966,,attempted coup,0,No,1.0,.,Second Committee of Sovereignty,"Lt. Khalid Hussein Osman, Col. Gaafar Nimeira, Communist Party",.,.,"A wide military and civilian coalition with ties to the communist party attempted to overthrow the Second Committee, a civilian-run coalition government. The attempt was unsuccessful.",SD,AF,1966-12-01,1966-12
887,889,625.0,62552569,62505251969.0,Sudan,5,25,1969,,coup,,Yes,0.0,Ismail al-Azhari,Soverignty Council coalition government chairman,Col. Jaafar Mohammed al Nemery,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,General Nemery seized power from the civilian government on the basis that it had not solved the economic or social problems. He said the people were frustrated by the inability of the government to create a constitution. His regime was leftist pan-arab oriented and his coup apparently preempted several other groups from doing the same. He established a new junta.,SD,AF,1969-05-01,1969-5
888,890,625.0,62572069,62507201969.0,Sudan,7,20,1969,,conspiracy coup,0,No,1.0,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,"""Free Blacks""",.,.,Free blacks conspired to overthrow the new junta.,SD,AF,1969-07-01,1969-7
889,891,625.0,62572669,62507261969.0,Sudan,7,26,1969,,conspiracy coup,0,No,1.0,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,unspecified,.,.,Unspecified individuals conspired to oust Jaafar.,SD,AF,1969-07-01,1969-7
890,892,625.0,62581769,62508171969.0,Sudan,8,17,1969,,conspiracy coup,0,No,1.0,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,Abdalla Abderrahman Nugdalla,.,.,Abdulla Nugdalla conspired to overthrow the government. His fate is unknown though the plot was not attempted.,SD,AF,1969-08-01,1969-8
891,893,625.0,6251770,62501071970.0,Sudan,1,7,1970,,conspiracy coup,0,No,1.0,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,Brig. (retr) Abdullah Mohammed Aden,.,.,A retired general conspired to remove Jaafar from power. The cause or consequences are unknown.,SD,AF,1970-01-01,1970-1
892,894,625.0,62533070,62503301970.0,Sudan,3,30,1970,,attempted coup,0,No,1.0,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,Imam el Hadi el Mahdi; Ansar sect,.,.,,SD,AF,1970-03-01,1970-3
893,895,625.0,62571971,62507191971.0,Sudan,7,19,1971,,coup,0,Yes,0.0,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,Maj. Hashem el Atta,Hashem el Atta,coup leader,Communists backed by Maj. Atta overthrew Jaafar and established a short-lived government.,SD,AF,1971-07-01,1971-7
894,896,625.0,,62507221971.0,Sudan,7,22,1971,,coup,0,Yes,0.0,Hashem el Atta,coup leader,Jaafar Mohammed Nemery,Jaafar Mohammed Nemery,national revolutionary command council junta chairman,Jaafar and loyalist forces launched a counter coup against the new communist regime headed by Maj. Atta. Jaafar resumed his chairmanship of his previous junta and began to suppress communists in his country.,SD,AF,1971-07-01,1971-7
895,897,625.0,62512673,62501261973.0,Sudan,1,26,1973,,conspiracy coup,0,No,1.0,Jaafar Mohammed Nemery,president,Brig (retd) Shenan,.,.,Retired Officer Shenan conspired to overthrow Jaafar.,SD,AF,1973-01-01,1973-1
897,899,625.0,6259575,62509051975.0,Sudan,9,5,1975,,attempted coup,0,No,1.0,Jaafar Mohammed Nemery,president,"military; joined by communist and religious groups, Brigadier Osman",.,.,"Communists, military officials, and religious groups combined in a coup attempt which ousted Jaarfar for a few hours before loyalist forces regained control in a counter-coup.",SD,AF,1975-09-01,1975-9
898,900,625.0,6257276,62507021976.0,Sudan,7,2,1976,,attempted coup,0,No,1.0,Jaafar Mohammed Nemery,president,"incl. Capt. Bushra Abdullah, BG Mohammed Nur Saad, Sadiq al Mahdi, with Libyan-trained insurgents.",.,.,At least one thousand armed and Libyan-trained insurgents led by a religious dissident and rebel army officers laid siege to the capital and its organs of power. Jaarfar was spared by the arrival of armored reinforcements which ended the coup attempt.,SD,AF,1976-07-01,1976-7
899,901,625.0,6252377,62502031977.0,Sudan,2,3,1977,,attempted coup,0,No,1.0,Jaafar Mohammed Nemery,president,Philip Abbas Gaboush,.,.,Gboush led a coup attempt against Jaafar. His efforts were not successful. The reason or consequences are unknown.,SD,AF,1977-02-01,1977-2
900,902,625.0,6253.1981,62503001981.0,Sudan,3,0,1981,,conspiracy coup,0,No,1.0,Jaafar Mohammed Nemery,president,BG Saad Buhar,.,.,General Buhar conspired to overthrow the regime. Reasons or consequences are unknown.,SD,AF,1981-03-01,1981-3
901,903,625.0,6257.1984,62507001984.0,Sudan,7,0,1984,,conspiracy coup,0,No,1.0,Jaafar Mohammed Nemery,president,Mohammed Kati Gibriel,.,.,Mohammed Kati Gibriel conspired to oust the regime. Reasons or consequences are unknown.,SD,AF,1984-07-01,1984-7
902,904,625.0,6254685,62504061985.0,Sudan,4,6,1985,,coup,Coup,Yes,0.0,Jaafar Mohammed Nemery,president,Gen. Abdel Rahman Swar al-dahab,Sadiq al Mahdi,prime minister,Nimeiry's new islamic policies enraged the south and violence began again straining the military again. Riots of over price increases and the economy led to a loss of legitamacy and a bloodless coup by the armed forces while Jaarfar was out of the country. The islamic dissident Sadiq became prime minister.,SD,AF,1985-04-01,1985-4
903,905,625.0,62592585,62509251985.0,Sudan,9,25,1985,,attempted coup,0,No,1.0,Sadiq al Mahdi,prime minister,"Col. Garang, Yacoub Ismail, Youssef Kewa",.,.,A politician from the southern Nuba tribe over one hundred civilians and military personnel attempted a coup against the government. The coup attempt was ended and many were arrested.,SD,AF,1985-09-01,1985-9
904,906,625.0,62563089,62506301989.0,Sudan,6,30,1989,,coup,coup,Yes,0.0,Sadiq al Mahdi,prime minister,BG Omar Hassan Ahmad al-Bashir,al-Bashir,revolutionary command council for national salvation junta chairman,Political instability in the civilian coalition government prompted al-Bashir to led a coup with a group of army officers against the civilian regime. He created and seated himself at the head of a new junta.,SD,AF,1989-06-01,1989-6
905,907,625.0,6253.199,62503001990.0,Sudan,3,0,1990,,conspiracy coup,0,No,1.0,al-Bashir,revolutionary command council for national salvation junta chairman,army officers,.,.,Several officers conspired to overthrow al-Bashir but the plot was partial disrupted.,SD,AF,1990-03-01,1990-3
906,908,625.0,62542390,62504231990.0,Sudan,4,23,1990,,attempted coup,0,No,1.0,al-Bashir,revolutionary command council for national salvation junta chairman,"incl. MG Khalid al Zayn Ali, MG Abdul Kader, BG Mohammed Osman Hamed Kavar",.,.,"Some of the conspirators from the previous disrupted plot attempted their coup in a second stage. The loyalist forces ended the attempted, several plotters faced execution.",SD,AF,1990-04-01,1990-4
907,909,625.0,62591290,62509121990.0,Sudan,9,12,1990,,attempted coup,0,No,1.0,al-Bashir,revolutionary command council for national salvation junta chairman,Non-commissioned officers (Nuba),.,.,Non-commissioned offices from the Nuba tribe attempted to overthrow al-Bashir.,SD,AF,1990-09-01,1990-9
908,910,625.0,62541691,62504161991.0,Sudan,4,16,1991,,attempted coup,0,No,1.0,al-Bashir,revolutionary command council for national salvation junta chairman,army officers,.,.,Unidentified army officers attempted a coup against the Bashir regime,SD,AF,1991-04-01,1991-4
909,911,625.0,62582391,62508231991.0,Sudan,8,23,1991,,conspiracy coup,0,No,1.0,al-Bashir,revolutionary command council for national salvation junta chairman,unspecified,.,.,Unspecified individuals conspired against the al-Bashir regime. Reason and consequence is unknown.,SD,AF,1991-08-01,1991-8
910,912,625.0,6252292,62502021992.0,Sudan,2,2,1992,,conspiracy coup,0,No,1.0,al-Bashir,revolutionary command council for national salvation junta chairman,unspecified,.,.,Unspecified individuals conspired against the al-Bashir regime. Reason and consequence is unknown.,SD,AF,1992-02-01,1992-2
911,913,625.0,62541592,62504151992.0,Sudan,4,15,1992,,conspiracy coup,0,No,1.0,al-Bashir,revolutionary command council for national salvation junta chairman,unspecified,.,.,Unspecified individuals conspired against the al-Bashir regime. Reason and consequence is unknown.,SD,AF,1992-04-01,1992-4
912,914,625.0,6253796,62503071996.0,Sudan,3,7,1996,,conspiracy coup,0,No,1.0,al-Bashir,president,unspecified,.,.,Unspecified individuals conspired against the al-Bashir regime. Reason and consequence is unknown.,SD,AF,1996-03-01,1996-3
913,915,625.0,625121299,62512121999.0,Sudan,12,12,1999,,coup,auto-coup,Yes,0.0,Hasson al-Turabir,Speaker of parliament,President al-Bashir,al-Bashir,dictator/president,"Hasson al-Turabir was a political rival with al-Bashir. al-Bashir protested to his Islamic ideological agenda and his ties to rebel and international terrorist groups, include Al Qaeda. As the economic and political violence situation in the country worsened, al-Bashir believed he would be served by consolidating his power so we ordered tanks and troops to oust al-Turabir, who was speaker of the parliament. This move helped to concentrate absolute power in al-Bashir's hands.",SD,AF,1999-12-01,1999-12
914,916,625.0,62533104,62503312004.0,Sudan,3,31,2004,,conspiracy coup,0,No,1.0,al-Bashir,dictator/president,Hasan Abdullah al-Turabi,.,.,Hasan Abdullah was accused of conspiring with rebel elements to overthrow the al-Bashir regime.,SD,AF,2004-03-01,2004-3
915,917,625.0,62592504,62509252004.0,Sudan,9,25,2004,,conspiracy coup,0,No,1.0,al-Bashir,dictator/president,Hasan Abdullah al-Turabi; JEM,.,.,Hasan Abdullah was accused of conspiring with rebel elements to overthrow the al-Bashir regime.,SD,AF,2004-09-01,2004-9
916,918,115.0,11522580,11502251980.0,Suriname,2,25,1980,,coup,coup,Yes,0.0,Henck Arron,prime minister,"Sgts. Neede, Sital, Abrahams, Horb, Mijnals, Joeman, Bouterse; Lt. Van Rey",Desi Bourterse,National Military Council of Suriname junta chairman,Bourterse and his group of sergeants overthrew the civlilian head of government Aaron due to the corruption and economic problems facing the country. Bourterse established himself as the head of a military junta. The civilian president resigned some time later in protest.,SR,SA,1980-02-01,1980-2
917,919,115.0,1155680,11505061980.0,Suriname,5,6,1980,,attempted coup,0,No,1.0,Desi Bourterse,National Military Council of Suriname junta chairman,Frits Ormskerk; Johannes Cornelis Krol; Jan Pronk,.,.,"Civilians led a coup attempt against the new military junta. Exact reasoning or consequences are unknown. The attempt, however, failed.",SR,SA,1980-05-01,1980-5
918,920,115.0,11581580,11508151980.0,Suriname,8,15,1980,,coup,auto-coup,Yes,0.0,Johan Ferrier,president,Sgt-Maj. Desi Bouterse,Desi Bourterse,National Military Council of Suriname junta chairman,Bourterse moved to consolidate power over the country by removing members of his junta and the civilian president. He also dissolved the legislature and declared a state of emergency in an apparent self-coup.,SR,SA,1980-08-01,1980-8
919,921,115.0,11531581,11503151981.0,Suriname,3,15,1981,,attempted coup,0,No,1.0,Desi Bourterse,National Military Council of Suriname junta chairman,Sgt-Maj. Willem Hawker,.,.,Sgt. Major Hawker disapproved of Bourterse's consolidation of power and emergency measures to repress dissidents in the population. He launched a coup attempt aimed at undoing these measures but he failed. He was jailed.,SR,SA,1981-03-01,1981-3
920,922,115.0,11531182,11503111982.0,Suriname,3,11,1982,,attempted coup,0,No,1.0,Desi Bourterse,National Military Council of Suriname junta chairman,Lieut. Surinder Rambocus,.,.,An officer led a coup similar to Hawker's a year before. Hawker was freed during the attempt but the coup fell apart and several people were executed including Hawker.,SR,SA,1982-03-01,1982-3
921,923,115.0,11512882,11512081982.0,Suriname,12,8,1982,,conspiracy coup,0,No,1.0,Desi Bourterse,National Military Council of Suriname junta chairman,opposition leaders,.,.,Labor and opposition leaders allegedly conspired against Bourterse. This lead to their abduction and murder. It is unclear if a coup or other action to bring down the government was plotted.,SR,SA,1982-12-01,1982-12
922,924,115.0,11513083,11501301983.0,Suriname,1,30,1983,,conspiracy coup,0,No,1.0,Desi Bourterse,National Military Council of Suriname junta chairman,Maj. Roy Horb; Lt. John Hardjoprajitno; Jan Sariman,.,.,At least two officers and one civilian plotted against the military junta.,SR,SA,1983-01-01,1983-1
923,925,115.0,115112583,11511251983.0,Suriname,11,25,1983,,conspiracy coup,0,No,1.0,Desi Bourterse,National Military Council of Suriname junta chairman,Oemperkash Gobardham; Henck Chin-a-Sen,.,.,A former president was among those conspiring to topple the Bourterse regime.,SR,SA,1983-11-01,1983-11
924,926,115.0,1154184,11504011984.0,Suriname,4,1,1984,,conspiracy coup,0,No,1.0,Desi Bourterse,National Military Council of Suriname junta chairman,Oskar Kluis; John Barrow; Movement for the Liberation of Suriname,.,.,An opposition movement conspired to overthrow the government.,SR,SA,1984-04-01,1984-4
925,927,115.0,11572886,11507281986.0,Suriname,7,28,1986,,conspiracy coup,0,No,1.0,Desi Bourterse,National Military Council of Suriname junta chairman,US mercenaries arrested in New Orleans,.,.,Armed mercenaries from the United States were arrested for apparently conspiring to aid in the overthrow of the Bourterse regime.,SR,SA,1986-07-01,1986-7
926,928,115.0,115122490,11512241990.0,Suriname,12,24,1990,,coup,,Yes,0.0,Ramsewak Shankar,president,Cmd. Iwan Granoogst; Col. Desi Bouterse,Iwan Granoogst,acting president,"Bouterse disapproved of the new civilian president's policies, especially those concerning the jungle tribes. He threatened a coup by telephone, forcing Shankar to flee and Iwan Granoogst to take over as acting president.",SR,SA,1990-12-01,1990-12
935,937,652.0,65233049,65203301949.0,Syria,3,30,1949,,coup,0,Yes,0.0,Shurkri al-Quwatli,President,Col. Husni Zaim,Husni al-Zaim,President,"The United States covertly supported the ousting of al-Quwatli due to his opposition to an oil pipeline and his tolerance of communist party, the military coup leaders cited the victory of Israel and his unpopularity for the reason behind his overthrow. Husni named himself president in the aftermath.",SY,AS,1949-03-01,1949-3
936,938,652.0,65281449,65208141949.0,Syria,8,14,1949,,coup,0,Yes,0.0,Husni al-Zaim,President,Col. Sami Hinnawi,Sami al-Hinnawi,President/junta chairman,Sami Hinnawi overthrew the military with the aid of the Syrian Social Nationalist Party. Sami Hinnawi became the junta chairman.,SY,AS,1949-08-01,1949-8
937,939,652.0,652121449,65212141949.0,Syria,12,14,1949,,coup,0,Yes,0.0,Sami al-Hinnawi,President/junta chairman,Hassan Al-Shishakli,Hassan Al-Shishakli,President/junta chairman,Shishakli returned the country to military rule to forestall what he saw was a Heshimite take over of the country. Shishakli ruled the country as the effective leader through the military while he directed the activities of a parallel civilian government.,SY,AS,1949-12-01,1949-12
938,940,652.0,652112851,65211281951.0,Syria,11,28,1951,,coup,0,Yes,0.0,Zaki al-Khatib,Prime Minister,Col. Adib Shishakli,Fawzi Selu/Hashim al AtassiShishakli,president and prime minister/military junta chairman,Shishakli launched another coup against the civilian leadership to halt Heshemite/Iraqi influence in the country. He ousted the prime minister and cabinet while restricting the president's powers. He appointed the prime minister and eventually the president while Atassi resigned in protest. Shishakli remained the effective ruler.,SY,AS,1951-11-01,1951-11
939,941,652.0,652122952,65212291952.0,Syria,12,29,1952,,conspiracy coup,0,No,1.0,Fawzi Selu/General Shishakli,President/military ruler,"Maj-Gen. Bannud, Lt-Col. Kareem, Mahmoud Shawkat, Akram Haurani, Michel Aflak, Salah-ed-Din Bitar",.,.,The early Baath Party leaders allegedly conspired to overthrow the military regime of Selu and Shishakli.,SY,AS,1952-12-01,1952-12
940,942,652.0,65222554,65202251954.0,Syria,2,25,1954,,coup,,Yes,0.0,Col. Adib Shishakli,military dictator,unspecified,Hashim al-Atassi,President,"Rising discontent from the communist party, the Druze, the early Baath Party, and even from the young officer corps led to downfall of Shishakli. An insurgency backed by defecting portions of the military forced him from office.",SY,AS,1954-02-01,1954-2
941,943,652.0,65242255,65204221955.0,Syria,4,22,1955,,conspiracy coup,0,No,1.0,Hashim al-Atassi,President,Syrian Populist Party,.,.,The Syrian Populist Party was accused of plotting a coup against Hashim. The discovery of the plot aborted the attempt.,SY,AS,1955-04-01,1955-4
943,945,652.0,65292861,65209281961.0,Syria,9,28,1961,,coup,0,Yes,0.0,Gamel Nasser,president of the UAR,army; Al-kuzbari,Al-Kuzbari,prime minister,"Nasser of Egypt centralized power in Egypt at the expense of the Syrian partners of the UAR. His ally in Syria resigned and the army, facing the prospects of being left out of the resource allocation process, launched a coup and brought Al-Kuzbari to the head of government to declare Syria independent again.",SY,AS,1961-09-01,1961-9
944,946,652.0,65232862,65203281962.0,Syria,3,28,1962,,coup,Coup,Yes,0.0,Nazim al-Kudsi,President,"Brig-Gen Nahalawi, Brig-Gen. Assassa, Brig-Gen. Dahman",Zahreddin,military dictator,al-Kudsi attempted to cut the military out of political affairs and faced their wrath when he was overthrow by the same General who declared Syria independent. Zahreddin became a short-lived military dictator.,SY,AS,1962-03-01,1962-3
945,947,652.0,65241362,65204131962.0,Syria,4,13,1962,,coup,Coup,Yes,0.0,Zahreddin,military dictator,Chief of Staff Abd al-Karim Zahr al-Din,Nazim al-Kudsi,President,President al-Kudsi was restored by the Army Chief of Staff al-Karim in a counter coup.,SY,AS,1962-04-01,1962-4
946,948,652.0,65272962,65207291962.0,Syria,7,29,1962,,conspiracy coup,0,No,1.0,Nazim al-Kudsi,President,Nasserites,.,.,Nasserites inside and outside of the government conspired to take over. The consequences of the plot are unknown.,SY,AS,1962-07-01,1962-7
947,949,652.0,6523863,65203081963.0,Syria,3,8,1963,,coup,Coup,Yes,0.0,Nazim al-Kudsi,President,Gen. Atassi; Amin al Hafiz,Luai Atassi,President,The Military Committee of the Baath Party seized power in Syria. The revolution came as new middile class wealth and support from ethnic minorities moved towards the ideals of Arab Nationalism. Luai Atassi was released from prison and appointed to the head of state and leader of the junta.,SY,AS,1963-03-01,1963-3
948,950,652.0,6524863,65204081963.0,Syria,4,8,1963,,conspiracy coup,0,No,1.0,Luai Atassi,President,Nasserites,.,.,Nassertites conspired to overthrow the Baathist government. Consequences of the plot are unknown.,SY,AS,1963-04-01,1963-4
949,951,652.0,65271863,65207181963.0,Syria,7,18,1963,,attempted coup,0,No,1.0,Luai Atassi,President,Jassem Alwan,.,.,Jassem Alwan led a violent Nasserite counter-coup against the Baathists when the Baathists turned back on their promises to share power with Nasserites and started to violently repress them. His plot failed in a bloody street battle. Several of his fellow attempters were executed. Alwan was exiled.,SY,AS,1963-07-01,1963-7
950,952,652.0,65272763,65207271963.0,Syria,7,27,1963,,coup,Coup,Yes,0.0,Luai Atassi,President,Amin al-Hafiz,Amin al-Hafiz,president and junta chairman,Amin al-Hafiz clashed with Atassi in the aftermath of the violent Nasserite coup attempt. al-Hafiz successfully overthrow Atassi and consolidated the regime and army command posititions around him.,SY,AS,1963-07-01,1963-7
951,953,652.0,6527.1963,65207001963.0,Syria,7,0,1963,,attempted coup,0,No,1.0,Amin al-Hafiz,president and junta chairman,Nasserites,.,.,Nasserites attempted to take over the government. The consequences of the attempt are unknown.,SY,AS,1963-07-01,1963-7
952,954,652.0,65241664,65204161964.0,Syria,4,16,1964,,attempted coup,0,No,1.0,Amin al-Hafiz,president and junta chairman,"leftists, reactionaries, and those opposed to the Baathists",.,.,"The Amin al-Hafiz regime blamed leftists, reactionaries, and Baathists for a violent coup attempt. A curfew was announced in the aftermath.",SY,AS,1964-04-01,1964-4
953,955,652.0,65222366,65202231966.0,Syria,2,23,1966,,coup,Coup,Yes,0.0,Amin al-Hafiz,president and junta chairman,"Gen. Assad, Col. Suidan",Salah al-Jadid,military junta chairman and assistant secretary of Baath Party,The nationalist faction of the Baath party took power with aid from the ethnic minorities including the Druze. Salah al-Jadid took power behind a civilian puppet regime.,SY,AS,1966-02-01,1966-2
954,956,652.0,6529866,65209081966.0,Syria,9,8,1966,,attempted coup,0,No,1.0,Salah al-Jadid,military junta chairman and assistant secretary of Baath Party,Col. Selim Hatoum,.,.,A group of army officers attempted to overthrow the new regime. The reason or consequences are not known.,SY,AS,1966-09-01,1966-9
955,957,652.0,652111370,65211131970.0,Syria,11,13,1970,,coup,Coup,Yes,0.0,Salah al-Jadid,military junta chairman and assistant secretary of Baath Party,Gen. Assad,Ahmad al-Khatib and Assad,figurehead president and general secretary,"Assad led a far-left and Alawite faction of the Baath party against al-Jadid after the defeat of the Syrian military in Jordan. The party and military was purged and Assad took power as president, party leader and military leader.",SY,AS,1970-11-01,1970-11
957,959,652.0,65251087,65205101987.0,Syria,5,10,1987,,conspiracy coup,0,No,1.0,Assad,president/dictator,unspecified,.,.,Unspecified individuals conspired to overthrow the Assad regime. Reasons for the conspiracy or the consequences are unknown.,SY,AS,1987-05-01,1987-5
958,960,702.0,70292391,70209231991.0,Tajikistan,9,23,1991,,coup,Coup,Yes,0.0,Qadriddin Aslonov,acting president,conservative forces in his government,Rahmon Nabiyevich Nabiyev,president,The conservative deputies in his government overthrew him after he banned the activities of the Communist Party and nationalized its property. The parliament installed Rahmon as president who reversed Qadriddin's actions.,TJ,AS,1991-09-01,1991-9
959,961,702.0,7029792,70209071992.0,Tajikistan,9,7,1992,,coup,Civil War,Yes,0.0,Rahmon Nabiyevich Nabiyev,president,opposition militia,Akbarsho Iskandarov,acting president,,TJ,AS,1992-09-01,1992-9
960,962,702.0,70210.1992,70210001992.0,Tajikistan,10,0,1992,,attempted coup,0,No,1.0,Akbarsho Iskandarov,acting president,supporters of Rakhmon Nabiyev,.,.,Forces loyal to Nabuyev attempted a counter coup to return him to power. The coup failed.,TJ,AS,1992-10-01,1992-10
961,963,702.0,702112092,70211201992.0,Tajikistan,11,20,1992,,coup,Civil War,Yes,0.0,Akbarsho Iskandarov,acting president,civil war,Emomalii Rahmon,president,Akbarsho was forced to resign in the face increased fighting between the former communists and progressives in the civil war. Rahmon became the new president.,TJ,AS,1992-11-01,1992-11
